chart,Time,close,num,ShaHighSD,ShaLowSD,,ShaHighUSD,ShaLowUSD
EURUSD,2019.08.06 09:00:00,1.12036,86,0.0007999999999999119,2.000000000013102e-05,,0,0
EURUSD,2019.08.06 08:00:00,1.11966,87,0,0,,4.000000000004e-05,0.0004599999999999049
EURUSD,2019.08.06 07:00:00,1.12022,88,0,0,,0.001260000000000039,0
EURUSD,2019.08.06 06:00:00,1.12116,89,0,0,,0.0002499999999998614,0.0001100000000000545
EURUSD,2019.08.06 05:00:00,1.12272,90,0.0003900000000001125,8.000000000008001e-05,,0,0
EURUSD,2019.08.06 04:00:00,1.12253,91,0,0,,0.000220000000000109,0
EURUSD,2019.08.06 03:00:00,1.12423,92,0.0006800000000000139,0.0002100000000000435,,0,0
EURUSD,2019.08.06 02:00:00,1.12414,93,0.000300000000000189,0.000300000000000189,,0,0
EURUSD,2019.08.06 01:00:00,1.12244,94,0.0001399999999998069,5.999999999994898e-05,,0,0
EURUSD,2019.08.06 00:00:00,1.12129,95,6.000000000017103e-05,0.0003299999999999415,,0,0
EURUSD,2019.08.05 23:00:00,1.12021,96,9.000000000014552e-05,0.0002699999999999925,,0,0
EURUSD,2019.08.05 22:00:00,1.11962,97,0,0,,0.000280000000000058,0.000340000000000007
EURUSD,2019.08.05 21:00:00,1.12024,98,0,0,,0.0003499999999998504,0.000280000000000058
EURUSD,2019.08.05 20:00:00,1.12038,99,0,0,,2.999999999997449e-05,9.999999999998899e-05
EURUSD,2019.08.05 19:00:00,1.12104,100,0.0002299999999999525,0.0003199999999998759,,0,0
EURUSD,2019.08.05 18:00:00,1.11962,101,8.999999999992347e-05,0.0005800000000000249,,0,0
EURUSD,2019.08.05 17:00:00,1.11847,102,0.001479999999999926,0,,0,0
EURUSD,2019.08.05 16:00:00,1.11774,103,0.0006600000000001049,0.0006999999999999229,,0,0
EURUSD,2019.08.05 15:00:00,1.11769,104,0,0,,0.000560000000000116,0.0004599999999999049
EURUSD,2019.08.05 14:00:00,1.11792,105,9.999999999998899e-05,0.0003599999999999159,,0,0
EURUSD,2019.08.05 13:00:00,1.11697,106,1.000000000006551e-05,5.999999999994898e-05,,0,0
EURUSD,2019.08.05 12:00:00,1.11484,107,0.0005800000000000249,0.0004999999999999449,,0,0
EURUSD,2019.08.05 11:00:00,1.11463,108,7.00000000000145e-05,4.999999999988347e-05,,0,0
EURUSD,2019.08.05 10:00:00,1.11298,109,0.0004999999999999449,0.0007200000000000539,,0,0
EURUSD,2019.08.05 09:00:00,1.11212,110,0,0,,0.0004599999999999049,0.0005399999999999849
EURUSD,2019.08.05 08:00:00,1.11254,111,0,0,,0.000220000000000109,0.000340000000000007
EURUSD,2019.08.05 07:00:00,1.11273,112,0.0004100000000000215,0.0002300000000001745,,0,0
EURUSD,2019.08.05 06:00:00,1.11251,113,0.0005499999999998284,0,,0,0
EURUSD,2019.08.05 05:00:00,1.11219,114,0.000159999999999938,0.0009799999999999809,,0,0
EURUSD,2019.08.05 04:00:00,1.11214,115,0,0,,0.0002699999999999925,0.0004500000000000615
EURUSD,2019.08.05 03:00:00,1.11254,116,0.0006800000000000139,0.0001399999999998069,,0,0
EURUSD,2019.08.05 02:00:00,1.11073,117,0.000140000000000029,2.999999999997449e-05,,0,0
EURUSD,2019.08.05 01:00:00,1.11054,118,0,0,,0.0001300000000001855,0.000199999999999978
EURUSD,2019.08.05 00:00:00,1.11067,119,0.0006099999999999994,5.999999999994898e-05,,0,0
EURUSD,2019.08.02 23:00:00,1.11071,120,0,0,,0.000400000000000178,0
EURUSD,2019.08.02 22:00:00,1.11093,121,0,0,,0.0002500000000000835,8.000000000008001e-05
EURUSD,2019.08.02 21:00:00,1.11105,122,0.0002399999999997959,9.999999999998899e-05,,0,0
EURUSD,2019.08.02 20:00:00,1.11061,123,0,0,,0.0002500000000000835,0.0002100000000000435
EURUSD,2019.08.02 19:00:00,1.11138,124,0.0001499999999998725,0.000740000000000185,,0,0
EURUSD,2019.08.02 18:00:00,1.11122,125,0.0002099999999998214,0.0004599999999999049,,0,0
EURUSD,2019.08.02 17:00:00,1.11023,126,0.0004599999999999049,0.0004599999999999049,,0,0
EURUSD,2019.08.02 16:00:00,1.10998,127,0.0003900000000001125,0.0003699999999999815,,0,0
EURUSD,2019.08.02 15:00:00,1.10846,128,0,0,,0.0006800000000000139,0.000320000000000098
EURUSD,2019.08.02 14:00:00,1.11031,129,0.000340000000000007,1.000000000006551e-05,,0,0
EURUSD,2019.08.02 13:00:00,1.10951,130,0,0,,0.0007500000000000284,4.999999999988347e-05
EURUSD,2019.08.02 12:00:00,1.10969,131,0.0005699999999999594,5.999999999994898e-05,,0,0
EURUSD,2019.08.02 11:00:00,1.10957,132,0,0,,0.0001299999999999635,0
EURUSD,2019.08.02 10:00:00,1.11129,133,0.000180000000000069,0.000460000000000127,,0,0
EURUSD,2019.08.02 09:00:00,1.10858,134,0.0003700000000002035,1.999999999990898e-05,,0,0
EURUSD,2019.08.02 08:00:00,1.10791,135,0,0,,0.000240000000000018,0.000180000000000069
EURUSD,2019.08.02 07:00:00,1.10819,136,0.000180000000000069,4.999999999988347e-05,,0,0
EURUSD,2019.08.02 06:00:00,1.10733,137,0,0,,0.000299999999999967,0.0002299999999999525
EURUSD,2019.08.02 05:00:00,1.10747,138,0,0,,0.0005399999999999849,0.0005999999999999339
EURUSD,2019.08.02 04:00:00,1.10884,139,0,0,,0.0003299999999999415,0.000280000000000058
EURUSD,2019.08.02 03:00:00,1.10885,140,0.0007600000000000939,2.000000000013102e-05,,0,0
EURUSD,2019.08.02 02:00:00,1.10785,141,0.0004100000000000215,5.999999999994898e-05,,0,0
EURUSD,2019.08.02 01:00:00,1.10779,142,0,0,,0.0003900000000001125,0.000240000000000018
EURUSD,2019.08.02 00:00:00,1.1082,143,0,0,,0.0003100000000000325,4.000000000004e-05
EURUSD,2019.08.01 23:00:00,1.1084,144,0,0,,0.000140000000000029,4.999999999988347e-05
EURUSD,2019.08.01 22:00:00,1.10923,145,0.00016000000000016,0.0005599999999998939,,0,0
EURUSD,2019.08.01 21:00:00,1.10848,146,0.0003300000000001635,0.0007099999999999884,,0,0
EURUSD,2019.08.01 20:00:00,1.10822,147,0.001319999999999988,0.0004199999999998649,,0,0
EURUSD,2019.08.01 19:00:00,1.10678,148,0.000159999999999938,0.0002299999999999525,,0,0
EURUSD,2019.08.01 18:00:00,1.10602,149,0.0008999999999999009,0.0001700000000000035,,0,0
EURUSD,2019.08.01 17:00:00,1.10573,150,0.0004499999999998394,0,,0,0
EURUSD,2019.08.01 16:00:00,1.10427,151,0.000340000000000007,0.0002699999999999925,,0,0
EURUSD,2019.08.01 15:00:00,1.10292,152,0,0,,0.000259999999999927,0.0006999999999999229
EURUSD,2019.08.01 14:00:00,1.10337,153,0.0007399999999999629,0.0006699999999999484,,0,0
EURUSD,2019.08.01 13:00:00,1.1033,154,0,0,,0.000280000000000058,0.0002500000000000835
EURUSD,2019.08.01 12:00:00,1.10387,155,0,0,,0.000119999999999898,0.0003199999999998759
EURUSD,2019.08.01 11:00:00,1.10467,156,8.999999999992347e-05,7.00000000000145e-05,,0,0
EURUSD,2019.08.01 10:00:00,1.10322,157,0,0,,3.000000000019654e-05,0.0006399999999999739
EURUSD,2019.08.01 09:00:00,1.1041,158,0,0,,0.0007099999999999884,0.000119999999999898
EURUSD,2019.08.01 08:00:00,1.10511,159,0,0,,0.0004900000000001015,4.000000000004e-05
EURUSD,2019.08.01 07:00:00,1.10527,160,0,0.0001799999999998469,,0,0
EURUSD,2019.08.01 06:00:00,1.10452,161,0,0,,0.000259999999999927,9.000000000014552e-05
EURUSD,2019.08.01 05:00:00,1.10488,162,0.0001499999999998725,0.0005100000000000104,,0,0
EURUSD,2019.08.01 04:00:00,1.10487,163,0.0002299999999999525,0.0003899999999998904,,0,0
EURUSD,2019.08.01 03:00:00,1.10411,164,0,0,,0.0007899999999998464,9.999999999843467e-06
EURUSD,2019.08.01 02:00:00,1.10711,165,0,0,,0.000260000000000149,4.000000000004e-05
EURUSD,2019.08.01 01:00:00,1.10787,166,1.000000000006551e-05,0,,0,0
EURUSD,2019.08.01 00:00:00,1.10694,167,0,0,,0.00012000000000012,0.0006699999999999484
EURUSD,2019.07.31 23:00:00,1.10739,168,0.0002499999999998614,0.0009899999999998244,,0,0
EURUSD,2019.07.31 22:00:00,1.10691,169,0,0,,0.000340000000000007,0.001870000000000038
EURUSD,2019.07.31 21:00:00,1.10844,170,0,0,,0.002060000000000173,0.0001900000000001345
EURUSD,2019.07.31 20:00:00,1.11359,171,0.0002299999999999525,0.0001299999999999635,,0,0
EURUSD,2019.07.31 19:00:00,1.11276,172,0,0,,0.0007599999999998719,0
EURUSD,2019.07.31 18:00:00,1.11292,173,0,0,,0.0003599999999999159,0.0004499999999998394
EURUSD,2019.07.31 17:00:00,1.11333,174,0,0,,0.0002699999999999925,9.999999999843467e-06
EURUSD,2019.07.31 16:00:00,1.11413,175,0,0,,0.000320000000000098,8.999999999992347e-05
EURUSD,2019.07.31 15:00:00,1.11504,176,0.0001899999999999125,0.0006800000000000139,,0,0
EURUSD,2019.07.31 14:00:00,1.11498,177,8.999999999992347e-05,0.0002100000000000435,,0,0
EURUSD,2019.07.31 13:00:00,1.11462,178,0.0001299999999999635,0.0001700000000000035,,0,0
EURUSD,2019.07.31 12:00:00,1.11454,179,0.0003299999999999415,5.999999999994898e-05,,0,0
EURUSD,2019.07.31 11:00:00,1.1144,180,0,0,,0.000140000000000029,0.000340000000000007
EURUSD,2019.07.31 10:00:00,1.11519,181,0,0,,0.0003599999999999159,0.000199999999999978
EURUSD,2019.07.31 09:00:00,1.11541,182,0,0,,0,0.000520000000000076
EURUSD,2019.07.31 08:00:00,1.11564,183,9.000000000014552e-05,7.999999999985796e-05,,0,0
EURUSD,2019.07.31 07:00:00,1.11546,184,5.000000000010552e-05,7.00000000000145e-05,,0,0
EURUSD,2019.07.31 06:00:00,1.11535,185,0.0001899999999999125,4.000000000004e-05,,0,0
EURUSD,2019.07.31 05:00:00,1.11525,186,0.0001799999999998469,0.0001100000000000545,,0,0
EURUSD,2019.07.31 04:00:00,1.11524,187,0,0,,0.0005100000000000104,0.0001100000000000545
EURUSD,2019.07.31 03:00:00,1.11529,188,0,0,,0,0.000220000000000109
EURUSD,2019.07.31 02:00:00,1.11564,189,0,0,,1.000000000006551e-05,7.00000000000145e-05
EURUSD,2019.07.31 01:00:00,1.11575,190,1.999999999990898e-05,9.999999999998899e-05,,0,0
EURUSD,2019.07.31 00:00:00,1.11544,191,0.0002100000000000435,2.999999999997449e-05,,0,0
EURUSD,2019.07.30 23:00:00,1.11544,192,0,0,,0.000159999999999938,2.999999999997449e-05
EURUSD,2019.07.30 22:00:00,1.11574,193,0.0001100000000000545,0.0002299999999999525,,0,0
EURUSD,2019.07.30 21:00:00,1.11561,194,0.0004399999999999959,2.999999999997449e-05,,0,0
EURUSD,2019.07.30 20:00:00,1.11526,195,0.0002500000000000835,0.0002699999999999925,,0,0
EURUSD,2019.07.30 19:00:00,1.11514,196,0.0003199999999998759,0.0001500000000000945,,0,0
EURUSD,2019.07.30 18:00:00,1.11473,197,0.000320000000000098,1.000000000006551e-05,,0,0
EURUSD,2019.07.30 17:00:00,1.11376,198,0,0,,0,0.000140000000000029
EURUSD,2019.07.30 16:00:00,1.11491,199,0,0,,0.0007399999999999629,0
EURUSD,2019.07.30 15:00:00,1.11536,200,0.0005700000000001815,0.0007300000000001194,,0,0
EURUSD,2019.07.30 14:00:00,1.11503,201,0.000240000000000018,0.0001299999999999635,,0,0
EURUSD,2019.07.30 13:00:00,1.11452,202,0.000700000000000145,0.000119999999999898,,0,0
EURUSD,2019.07.30 12:00:00,1.11449,203,0,0,,0.0005699999999999594,7.00000000000145e-05
EURUSD,2019.07.30 11:00:00,1.11464,204,0.000240000000000018,0.0001700000000000035,,0,0
EURUSD,2019.07.30 10:00:00,1.11431,205,0.000240000000000018,0.000340000000000007,,0,0
EURUSD,2019.07.30 09:00:00,1.11352,206,0.0006299999999999084,1.999999999990898e-05,,0,0
EURUSD,2019.07.30 08:00:00,1.11325,207,0,0,,1.000000000006551e-05,0.000199999999999978
EURUSD,2019.07.30 07:00:00,1.11367,208,0,0,,5.999999999994898e-05,9.999999999843467e-06
EURUSD,2019.07.30 06:00:00,1.11423,209,0.0001499999999998725,9.999999999998899e-05,,0,0
EURUSD,2019.07.30 05:00:00,1.11417,210,0.000199999999999978,4.000000000004e-05,,0,0
EURUSD,2019.07.30 04:00:00,1.11376,211,0,0,,0.000460000000000127,0.00016000000000016
EURUSD,2019.07.30 03:00:00,1.1141,212,0,0,,0.0001300000000001855,0.0001299999999999635
EURUSD,2019.07.30 02:00:00,1.11418,213,0,0,,1.999999999990898e-05,0
EURUSD,2019.07.30 01:00:00,1.11462,214,5.999999999994898e-05,2.999999999997449e-05,,0,0
EURUSD,2019.07.30 00:00:00,1.11446,215,0.000140000000000029,4.000000000004e-05,,0,0
EURUSD,2019.07.29 23:00:00,1.11436,216,0,0,,8.999999999992347e-05,1.999999999990898e-05
