chart,Time,close,num,ShaHighSD,ShaLowSD,,ShaHighUSD,ShaLowUSD
EURUSD,2019.08.08 00:00:00,1.11789,1,0,0,,0.000280000000000058,0.00344000000000011
EURUSD,2019.08.07 00:00:00,1.11976,2,0.004369999999999985,0.001859999999999973,,0,0
EURUSD,2019.08.06 00:00:00,1.11988,3,0,0,,0.003179999999999961,0.004700000000000149
EURUSD,2019.08.05 00:00:00,1.12021,4,0.001060000000000061,0.000220000000000109,,0,0
EURUSD,2019.08.02 00:00:00,1.11071,5,0.0008799999999999919,0.001470000000000082,,0,0
EURUSD,2019.08.01 00:00:00,1.1084,6,0.001139999999999919,0.004750000000000032,,0,0
EURUSD,2019.07.31 00:00:00,1.10739,7,0,0,,0.001460000000000017,0.0008099999999999774
EURUSD,2019.07.30 00:00:00,1.11544,8,0.0006099999999999994,0.001190000000000024,,0,0
EURUSD,2019.07.29 00:00:00,1.11436,9,0.0006900000000000794,0.001090000000000035,,0,0
EURUSD,2019.07.26 00:00:00,1.11256,10,0,0,,0.001400000000000068,0.0004700000000001925
EURUSD,2019.07.25 00:00:00,1.11459,11,0.004129999999999967,0.003780000000000117,,0,0
EURUSD,2019.07.24 00:00:00,1.11389,12,0,0,,0.001249999999999973,0.0004999999999999449
EURUSD,2019.07.23 00:00:00,1.115,13,0,0,,0.0004999999999999449,0.000220000000000109
EURUSD,2019.07.22 00:00:00,1.1208,14,0,0,,0.0002500000000000835,0.0006699999999999484
EURUSD,2019.07.19 00:00:00,1.12188,15,0,0,,0.00158999999999998,0.0006299999999999084
EURUSD,2019.07.18 00:00:00,1.12752,16,0.0004799999999998139,0.0017100000000001,,0,0
EURUSD,2019.07.17 00:00:00,1.12221,17,0.001100000000000101,0.0009699999999999154,,0,0
EURUSD,2019.07.16 00:00:00,1.1209,18,0,0,,0.0007500000000000284,0.0006200000000000649
EURUSD,2019.07.15 00:00:00,1.12567,19,0,0,,0.0003699999999999815,0.001419999999999977
EURUSD,2019.07.12 00:00:00,1.12685,20,0.0006099999999999994,0.001400000000000068,,0,0
